id,name,email,age,score,active,timestamp,category,value1,value2,description
76540,User_wtmut,usercqbseg@example.com,74,37.19,false,2025-10-15T18:12:15.166Z,Category7,565.21,407.72,"Description with some text content 0.3697173283370815"
603476,User_hhn1mb,userx4y22@example.com,56,36.56,true,2025-10-15T18:12:15.166Z,Category1,905.25,817.70,"Description with some text content 0.6856836821297345"
396539,User_ak7h5,userfpv87v@example.com,76,36.45,false,2025-10-15T18:12:15.166Z,Category3,740.84,586.97,"Description with some text content 0.07203557445599917"
925579,User_7s3kpp,userd2s9xh@example.com,40,71.96,true,2025-10-15T18:12:15.166Z,Category4,880.91,545.99,"Description with some text content 0.8397402962412591"
983384,User_513vf8,userouhy5d@example.com,61,93.31,true,2025-10-15T18:12:15.166Z,Category3,41.15,293.81,"Description with some text content 0.6606501704739348"
803391,User_cf4jqa,userx1kr4p@example.com,36,9.27,true,2025-10-15T18:12:15.166Z,Category4,904.15,901.91,"Description with some text content 0.10222422730381431"
152571,User_d476ls,users6b30j@example.com,30,62.90,true,2025-10-15T18:12:15.166Z,Category6,902.13,41.27,"Description with some text content 0.9566284357797342"
104180,User_fph49f,user1ygpo@example.com,90,32.91,false,2025-10-15T18:12:15.166Z,Category8,812.33,568.65,"Description with some text content 0.5444782239143703"
912482,User_o0rsl5,user93jryj@example.com,60,37.40,false,2025-10-15T18:12:15.166Z,Category1,162.58,576.03,"Description with some text content 0.534421965570607"
518350,User_c0eher,user7rrjy@example.com,97,66.13,false,2025-10-15T18:12:15.166Z,Category4,359.55,133.91,"Description with some text content 0.11736587784149988"
718247,User_t8rdbq,user2cpigs@example.com,27,39.44,true,2025-10-15T18:12:15.166Z,Category5,825.19,336.50,"Description with some text content 0.8523655895523771"
176276,User_h7qfhp,user9uvj7@example.com,20,64.29,false,2025-10-15T18:12:15.166Z,Category2,592.26,492.43,"Description with some text content 0.034756751089568994"
179495,User_kmfr6f,userhgtq8@example.com,27,25.65,false,2025-10-15T18:12:15.166Z,Category4,349.79,108.33,"Description with some text content 0.05124320091443746"
240896,User_3657n9,userqnz3l9@example.com,69,13.18,false,2025-10-15T18:12:15.166Z,Category8,416.98,839.10,"Description with some text content 0.4098076130398247"
917228,User_2szxx8,usergmky2d@example.com,58,1.90,false,2025-10-15T18:12:15.166Z,Category8,516.69,408.47,"Description with some text content 0.6775713029246576"
895409,User_2scwsi,usert7tjrl@example.com,46,97.53,true,2025-10-15T18:12:15.166Z,Category3,484.14,522.36,"Description with some text content 0.8219435289609824"
166029,User_a2iou,userubtel5@example.com,62,64.64,true,2025-10-15T18:12:15.166Z,Category6,584.91,788.96,"Description with some text content 0.4828219128878054"
929954,User_soknkg,user31qcbr@example.com,48,61.29,false,2025-10-15T18:12:15.166Z,Category4,336.09,344.16,"Description with some text content 0.9014147749492055"
284643,User_bvhk0l,userse10bt@example.com,86,8.08,true,2025-10-15T18:12:15.166Z,Category2,288.37,638.37,"Description with some text content 0.5039064638287338"
114695,User_ae0xn,users9fnan@example.com,39,11.87,false,2025-10-15T18:12:15.166Z,Category5,288.15,470.03,"Description with some text content 0.0209273675139362"
887226,User_zjtf5x,userai78y@example.com,49,27.98,false,2025-10-15T18:12:15.166Z,Category0,773.91,927.50,"Description with some text content 0.6413796166399476"
391321,User_yuola,userqp38zn@example.com,89,3.35,true,2025-10-15T18:12:15.166Z,Category3,529.84,689.86,"Description with some text content 0.3539567492199851"
759307,User_7e5zm,usere204gu@example.com,70,83.54,true,2025-10-15T18:12:15.166Z,Category4,325.10,280.79,"Description with some text content 0.4519008969919094"
324437,User_r5g5gn,user8dv8is@example.com,28,75.66,false,2025-10-15T18:12:15.166Z,Category2,228.35,40.22,"Description with some text content 0.5217223664512148"
706462,User_h6lu98,userjizc9d@example.com,36,37.65,false,2025-10-15T18:12:15.166Z,Category8,542.47,924.94,"Description with some text content 0.42501739303706887"
960824,User_5jly7,user8hykz@example.com,32,96.18,true,2025-10-15T18:12:15.166Z,Category0,427.19,35.69,"Description with some text content 0.292262857466282"
638774,User_8va8i1e,usera9dhm@example.com,31,19.67,true,2025-10-15T18:12:15.166Z,Category1,313.99,519.74,"Description with some text content 0.7623925137416401"
515957,User_6ejgjc,user5o6ete@example.com,36,53.25,false,2025-10-15T18:12:15.166Z,Category6,739.29,670.75,"Description with some text content 0.16503111676716042"
740417,User_7x5sxx,user4rdffv@example.com,84,23.37,false,2025-10-15T18:12:15.166Z,Category5,668.43,863.90,"Description with some text content 0.7079706162199367"
763730,User_5411jg,userlgvfk3@example.com,73,79.63,true,2025-10-15T18:12:15.166Z,Category5,270.78,642.35,"Description with some text content 0.6674350136087172"
398806,User_ic47k,userdkui7e@example.com,70,79.09,false,2025-10-15T18:12:15.166Z,Category2,500.17,648.98,"Description with some text content 0.9588792797349214"
375731,User_g4soqq,userqgtb5j@example.com,39,70.52,true,2025-10-15T18:12:15.166Z,Category2,483.92,914.81,"Description with some text content 0.2671033780796719"
887189,User_r00eyh,useruvqboj@example.com,31,2.05,false,2025-10-15T18:12:15.166Z,Category0,396.34,626.67,"Description with some text content 0.5761759408775717"
946747,User_xkwwvm,userddwj0u@example.com,53,7.59,false,2025-10-15T18:12:15.166Z,Category7,647.74,496.87,"Description with some text content 0.8927194340626438"
916237,User_gyt0kf,uservzv3hk@example.com,78,77.51,false,2025-10-15T18:12:15.166Z,Category6,755.91,347.39,"Description with some text content 0.8898791418114858"
642538,User_88q12,users9omb@example.com,93,68.70,true,2025-10-15T18:12:15.166Z,Category4,871.27,846.71,"Description with some text content 0.41376644069204027"
612513,User_31g4m,useryu4w9@example.com,36,41.47,false,2025-10-15T18:12:15.166Z,Category8,193.59,705.89,"Description with some text content 0.6190419960280493"
87193,User_oo2ey7,userazt4wx@example.com,36,44.72,true,2025-10-15T18:12:15.166Z,Category5,75.20,157.99,"Description with some text content 0.43104823788927193"
753915,User_l823gi,user5w0jrip@example.com,44,60.93,true,2025-10-15T18:12:15.166Z,Category1,70.26,215.87,"Description with some text content 0.7063940536856114"
243458,User_xba555,user1gxhv2@example.com,86,65.91,true,2025-10-15T18:12:15.166Z,Category1,824.93,205.64,"Description with some text content 0.19776968922682792"
356937,User_srcpyg,userq4egpa@example.com,23,23.39,false,2025-10-15T18:12:15.166Z,Category5,703.00,770.75,"Description with some text content 0.2584984753824837"
832095,User_dl8nop,useribn61j@example.com,27,97.08,false,2025-10-15T18:12:15.166Z,Category5,448.69,316.21,"Description with some text content 0.0015729205590079287"
581094,User_3j3e4p,userdlotr@example.com,22,11.40,true,2025-10-15T18:12:15.166Z,Category8,980.26,461.95,"Description with some text content 0.08878870095111735"
896671,User_fpslxm,user5fi0cj@example.com,52,96.10,true,2025-10-15T18:12:15.166Z,Category6,654.49,369.99,"Description with some text content 0.6263533345047494"
521999,User_cgxx8p,user6llz6o@example.com,79,52.22,true,2025-10-15T18:12:15.166Z,Category3,162.11,506.31,"Description with some text content 0.9034024882614015"
829931,User_rhxx0c,userupobgt@example.com,49,40.04,false,2025-10-15T18:12:15.166Z,Category6,948.48,710.03,"Description with some text content 0.6754531875027977"
3697,User_ghygne,user0dscev@example.com,69,69.61,true,2025-10-15T18:12:15.166Z,Category9,938.01,499.41,"Description with some text content 0.7660311559485031"
109747,User_c320zi,userk6c44a@example.com,87,94.19,true,2025-10-15T18:12:15.166Z,Category0,116.95,666.15,"Description with some text content 0.5832440457004571"
424615,User_bygx7,user7gptk8@example.com,95,17.93,true,2025-10-15T18:12:15.166Z,Category1,711.67,415.54,"Description with some text content 0.05188242405306809"
206629,User_cs9unm,user83of5q@example.com,68,57.92,true,2025-10-15T18:12:15.166Z,Category3,748.43,359.49,"Description with some text content 0.6267277073080328"
974041,User_7fyjf,userctk3z@example.com,94,48.94,false,2025-10-15T18:12:15.166Z,Category8,64.83,730.28,"Description with some text content 0.36282276636319144"
191916,User_0ulqko,userebmacyh@example.com,38,62.77,true,2025-10-15T18:12:15.166Z,Category5,406.23,631.14,"Description with some text content 0.27851254614967336"
360202,User_d9h309,user1gg45@example.com,53,80.84,false,2025-10-15T18:12:15.166Z,Category6,96.05,655.56,"Description with some text content 0.47430185953416404"
73904,User_wfreeo,userya9kd@example.com,30,77.76,false,2025-10-15T18:12:15.166Z,Category2,618.50,661.92,"Description with some text content 0.32560357550151897"
519750,User_wfxz4r,userknmtqj@example.com,65,70.31,true,2025-10-15T18:12:15.166Z,Category7,29.31,357.24,"Description with some text content 0.02775310030344247"
28202,User_mf3cpq,useriakhx@example.com,36,74.13,false,2025-10-15T18:12:15.166Z,Category0,340.26,82.59,"Description with some text content 0.1389843419317448"
837820,User_1ie578,userp1o66i@example.com,41,52.91,false,2025-10-15T18:12:15.166Z,Category1,750.45,439.89,"Description with some text content 0.40360596996126663"
793531,User_6hzyie,userseeon6@example.com,68,15.17,false,2025-10-15T18:12:15.166Z,Category8,395.25,355.33,"Description with some text content 0.026496875066239434"
626071,User_tlbhhc,user2dhb7m@example.com,30,41.57,true,2025-10-15T18:12:15.166Z,Category8,912.26,333.69,"Description with some text content 0.718691016943956"
664450,User_2sxnqr,usermqmnmb@example.com,69,87.68,false,2025-10-15T18:12:15.166Z,Category3,261.86,676.99,"Description with some text content 0.7667981115150622"
634684,User_c60q8j,user1xg8d8@example.com,61,75.36,false,2025-10-15T18:12:15.166Z,Category9,891.16,467.63,"Description with some text content 0.030749914630537778"
257802,User_j266ch,userlhnawm@example.com,44,9.88,false,2025-10-15T18:12:15.166Z,Category7,941.89,413.64,"Description with some text content 0.8045312941099317"
831848,User_183bu,user41t6hmp@example.com,65,50.26,true,2025-10-15T18:12:15.166Z,Category2,66.40,443.70,"Description with some text content 0.031766464099171166"
746738,User_nt8z3r,usere3qlzc@example.com,43,46.63,true,2025-10-15T18:12:15.166Z,Category1,939.60,318.82,"Description with some text content 0.4291729980670712"
755662,User_o4fhuk,useryju2fs@example.com,34,60.81,false,2025-10-15T18:12:15.166Z,Category0,245.33,950.22,"Description with some text content 0.08009517820366407"
768499,User_98jka,userf8ydqm@example.com,92,60.41,false,2025-10-15T18:12:15.166Z,Category4,658.68,794.54,"Description with some text content 0.05960879886500192"
348402,User_28dx3,userygy3q9@example.com,54,86.95,true,2025-10-15T18:12:15.166Z,Category5,852.42,75.77,"Description with some text content 0.4309656234784077"
740371,User_kgqh5p,user7yd1bk@example.com,22,91.57,true,2025-10-15T18:12:15.166Z,Category5,667.42,599.12,"Description with some text content 0.04920132107465114"
237440,User_fvqjj,userf016tb@example.com,37,46.17,true,2025-10-15T18:12:15.166Z,Category1,774.74,153.09,"Description with some text content 0.029043699314520555"
734936,User_ist2s5,usere9kyb@example.com,63,53.57,true,2025-10-15T18:12:15.166Z,Category6,941.40,701.39,"Description with some text content 0.374310389584118"
84861,User_6gdkko,user1bt1c@example.com,96,64.07,false,2025-10-15T18:12:15.166Z,Category2,869.85,960.00,"Description with some text content 0.4235173061702995"
551040,User_0euy2r,userpbsbne@example.com,21,83.57,true,2025-10-15T18:12:15.166Z,Category8,230.01,242.48,"Description with some text content 0.3013930084473596"
482919,User_1p636h,usercjbaq@example.com,63,37.33,false,2025-10-15T18:12:15.167Z,Category8,99.32,802.09,"Description with some text content 0.3333768861047025"
569246,User_6yct5j,userya9id5@example.com,73,19.71,false,2025-10-15T18:12:15.167Z,Category7,956.04,978.29,"Description with some text content 0.682874592013753"
570082,User_pnzrc7,userrz538f@example.com,85,11.74,true,2025-10-15T18:12:15.167Z,Category0,364.32,744.23,"Description with some text content 0.5728072898247457"
890793,User_69wlgk,user5jpa3y@example.com,86,40.34,false,2025-10-15T18:12:15.167Z,Category8,696.30,910.57,"Description with some text content 0.3540006372257961"
582843,User_0427d,userst72e9@example.com,36,87.59,false,2025-10-15T18:12:15.167Z,Category3,372.59,852.86,"Description with some text content 0.36326742914055055"
859737,User_iyyw6,userjl0jd@example.com,50,7.35,true,2025-10-15T18:12:15.167Z,Category4,832.46,416.55,"Description with some text content 0.6928599734977477"
635289,User_gjje,usern7j4a@example.com,74,43.39,false,2025-10-15T18:12:15.167Z,Category7,911.34,786.36,"Description with some text content 0.9400685387307485"
403809,User_objhq,userhoag1v@example.com,39,77.05,true,2025-10-15T18:12:15.167Z,Category8,537.45,128.48,"Description with some text content 0.6527441805939151"
157265,User_oeo7hj,userndi3t@example.com,67,56.86,false,2025-10-15T18:12:15.167Z,Category2,333.98,814.93,"Description with some text content 0.23422737669773186"
746133,User_y65z69,useredmzhq@example.com,75,50.74,true,2025-10-15T18:12:15.167Z,Category8,908.24,188.37,"Description with some text content 0.17211481974869802"
151677,User_j78uun,user0582a5@example.com,58,97.56,true,2025-10-15T18:12:15.167Z,Category5,397.56,501.03,"Description with some text content 0.41762536300889364"
992628,User_hiyallh,user224rzq@example.com,69,38.16,true,2025-10-15T18:12:15.167Z,Category2,83.57,18.58,"Description with some text content 0.41891788743274283"
157576,User_sq5aon,usershorii@example.com,60,7.24,true,2025-10-15T18:12:15.167Z,Category1,102.19,443.56,"Description with some text content 0.7232996442944497"
854326,User_m48k5c,userhxk16j@example.com,38,11.93,false,2025-10-15T18:12:15.167Z,Category5,129.98,660.78,"Description with some text content 0.2514460810004787"
781834,User_mgtfgm,userjor0pn@example.com,80,77.74,false,2025-10-15T18:12:15.167Z,Category1,417.72,252.17,"Description with some text content 0.7195030862947076"
599899,User_9dyfg3,userecnvan@example.com,44,77.15,true,2025-10-15T18:12:15.167Z,Category4,60.16,704.74,"Description with some text content 0.751794047971866"
880948,User_6cpy2l,userc6sgka@example.com,61,23.85,false,2025-10-15T18:12:15.167Z,Category1,533.76,836.44,"Description with some text content 0.03371754701113139"
827692,User_3ofhpc,userzeppf@example.com,63,78.12,false,2025-10-15T18:12:15.167Z,Category5,904.31,580.90,"Description with some text content 0.4102960970236471"
935536,User_5ci09c,userzv644m@example.com,79,47.73,false,2025-10-15T18:12:15.167Z,Category0,527.69,89.92,"Description with some text content 0.18016593679026138"
354133,User_8v9wn,user4decd@example.com,38,77.41,true,2025-10-15T18:12:15.167Z,Category0,589.03,686.88,"Description with some text content 0.8267429551888941"
929062,User_qzd3dm,user17k44@example.com,84,31.32,false,2025-10-15T18:12:15.167Z,Category7,614.18,827.19,"Description with some text content 0.8320056278530759"
268857,User_1ayymn,userwhk62e@example.com,29,53.96,false,2025-10-15T18:12:15.167Z,Category7,429.31,656.70,"Description with some text content 0.39491994579728373"
70519,User_xem8f5,users9w6ve@example.com,82,96.99,false,2025-10-15T18:12:15.167Z,Category4,472.70,631.66,"Description with some text content 0.2549950325009398"
853278,User_d5hgld,userktuqnv@example.com,78,26.30,false,2025-10-15T18:12:15.167Z,Category8,372.40,622.87,"Description with some text content 0.882937083705953"
982005,User_7vo448,userl2lzne@example.com,44,38.53,false,2025-10-15T18:12:15.167Z,Category6,728.18,959.40,"Description with some text content 0.4356131847630136"
898245,User_l4k14l,user9xzoox@example.com,35,75.09,true,2025-10-15T18:12:15.167Z,Category2,587.01,576.29,"Description with some text content 0.244511117030919"
292347,User_8elf1q,userxj3ec@example.com,50,62.24,false,2025-10-15T18:12:15.167Z,Category9,444.29,561.96,"Description with some text content 0.23043180510243377"
527489,User_scisvb,user5m6g0n@example.com,89,31.67,false,2025-10-15T18:12:15.167Z,Category2,504.41,850.96,"Description with some text content 0.6774084927143041"
900295,User_jd87wb,user5av8u@example.com,64,3.23,true,2025-10-15T18:12:15.167Z,Category4,392.61,852.27,"Description with some text content 0.30901178455359146"
649521,User_czsh7k,user3bzhgc@example.com,80,2.06,true,2025-10-15T18:12:15.167Z,Category1,925.55,989.28,"Description with some text content 0.6323654925947126"
659015,User_a7r5dw,useru19ol@example.com,52,14.10,false,2025-10-15T18:12:15.167Z,Category2,406.51,700.65,"Description with some text content 0.04053630524604335"
323613,User_kjpui,user9l08cp@example.com,65,86.82,true,2025-10-15T18:12:15.167Z,Category6,832.27,717.93,"Description with some text content 0.970091639443741"
312939,User_h5xa1,userg8k47g@example.com,31,28.63,true,2025-10-15T18:12:15.167Z,Category8,689.13,377.21,"Description with some text content 0.1427958459441112"
